file name,page number,page section,content,tokens
/Users/kaiser/code/chemnlp/v1/INPUT/test2.pdf,3,3,"re adsorption equilibrium. Three millilitres of the suspension was withdrawn at a certain time interval and centrifuged to remove the solid catalyst. The concentration of MB in the obtained clear liquid was analyzed using a UV-Vis spectro- photometer at λ = 664 nm. Further, the concentration of MB during illumination was determined using the aforesaid steps. In the scavenging test, potassium iodide, benzoqui- none, and isopropanol were used as scavengers. A suspension of 100 mL MB (10 ppm) and 80 mg catalyst was ﬁrst stirred in the dark, and 1 mL of the scavenger solution (2:4 × 10−2 M) was then added to the mixture under illumination. 2.4.2. Kinetic Analysis. The photocatalytic dye degradation kinetic is often investigated according to the pseudo-ﬁrst- order kinetic model or the Langmuir-Hinshelwood model [30, 31] for heterogeneous catalysis as follows: ln C C0 = −k · t, ð1Þ where C0 and C are the initial concentration at time t (mg·L–1) and k is the rate constant (min−1). However, the experimental design often involves two consecutive steps of dark adsorption and photocatalytic degradation. The problem to discuss here is the concentra- tion C0 in equation (1): whether it is the initial concentration or the equilibrium concentration just before illumination (Ce). Both of t",315
/Users/kaiser/code/chemnlp/v1/INPUT/test2.pdf,3,4,"hem seem unreasonable because Ce, in this case, is not an independent variable, but it depends on the balance of the dye in the solution and the adsorbent. C0 is the initial concentration. However, as soon as the photocatalytic reaction occurs, the initial concentration is not C0 but Ce. Most studies have ignored this issue. In order to overcome this obstacle, a new kinetic model is proposed by combining the heterogeneous catalysis for unimolecular reactions with the adsorption isotherms. A heterogeneous catalyst ﬁrst adsorbs the dye molecule from the aqueous solution onto its surface and then catalyzes the reaction under irradiation (two steps). Step 1: adsorption Dye + surface ⟷ dye adsorbed ð Þ fast ð Þ ð2Þ Step 2: photocatalytic reaction Dye adsorbed ð Þ ⟶ products slow ð Þ ð3Þ It can be assumed that the ﬁrst step occurs until equilib- rium, whereas the second is rate limiting. For the ﬁrst step, the equilibrium adsorption capacity qe (mg·g−1) can be calculated according to qe = V · C0 − Ce m , ð4Þ where C0 and Ce are the initial and equilibrium dye concentrations (mg·L−1); V and m are the solution volume (L) and mass of catalyst (g), respectively. Further, Ce and qe are related following the Langmuir isotherm. qe = qm · KL · Ce 1 + KL · Ce , ð5Þ 3 Journal of Nanomateri",347
/Users/kaiser/code/chemnlp/v1/INPUT/test2.pdf,4,1,"where qm (mg·g−1) and KL (L·mg−1) are the maximum monolayer adsorption capacity and the Langmuir equilib- rium constant, respectively. The photocatalytic degradation rate can be expressed by r = kr · θ, ð6Þ where kr is the apparent rate constant (mg·L−1·min−1) and θ is the coverage fraction (dimensionless), which can be repre- sented by the Langmuir isotherm. Therefore, equation (6) can be rewritten as r = kr · KL · C 1 + KL · C = − dC dt : ð7Þ Now, integrating equation (7) with the boundary condi- tions of C = Ce at t = 0 min (subtracted the time required for saturated adsorption) and C = C at t = t. 1 KL · ln C + C = −kr · t + 1 KL · ln Ce + Ce: ð8Þ The values of kr can be obtained from the slope of the linear plot (ð1/KLÞ · ln C + C) vs. t. 3. Results and Discussion 3.1. Synthesis of the Porous Octahedral ZnO/CuO Composite from Zn/Cu-BTC. The compositional phase of the as- prepared materials is investigated using XRD (Figure 1). The reﬂection peaks of Cu-BTC appear as (200), (220), (311), (222), (400), (331), (420), (422), (511), (440), (600), (444), (511), (553), and (751) [32, 33], which indicates that the obtained Cu-BTC is MOF-199 with a space group of Fm3m [13]. Zn-BTC can exist in d",401
/Users/kaiser/code/chemnlp/v1/INPUT/test2.pdf,4,2,"iﬀerent forms depending on the synthesis conditions. The XRD pattern of the prepared Zn-BTC is consistent with that of Zn-BTC synthesized with the microwave-assisted method [21] but is diﬀerent from that synthesized from Zn(CH3COO) with the solvothermal method [17] and with the ultrasound-assisted method [18]. The XRD patterns of Zn/Cu-BTC are consistent with those of Cu-BTC with a characteristic peak of Zn-BTC at 10.5°, indicating that Zn/Cu-BTC is constituted from Cu-BTC and Zn-BTC. The thermal behaviors of BTC compounds are studied via TG-DTA (Figure 2). For Zn-BTC and Cu-BTC, an exo- thermic peak appears at around 472 and 327°C, respectively, accompanied by large weight losses (approximately 42 and 39%), which is attributed to the combustion of BTC in the compounds (see Table S1). The complete decomposition temperature is around 470°C for Cu-BTC (400°C reported by reference [34], 670°C reported by reference [35]) and 500°C for Zn-BTC. In the case of Zn/Cu-BTC, an endothermic peak at 100°C with a weight loss of approximately 27% is assigned to the evaporation of the physically adsorbed water. Two exothermic peaks at 334 and 387°C with a weight loss of around 47% are due to the decompositio",324
/Users/kaiser/code/chemnlp/v1/INPUT/test2.pdf,4,3,"n of Cu-BTC and Zn-BTC in Zn/Cu-BTC. The complete decomposition of Zn/Cu-BTC also takes place at around 500°C, and therefore, this temperature is selected to calcinate the precursors to obtain the oxides. During the calcination for 5 hours, hexagonal wurtzite ZnO, monoclinic CuO (JCPDS card No. 48–1548 and 36– 1451, respectively), and bimetallic ZnO/CuO are formed (Figure 3). No unknown peaks are observed in the XRD dia- grams, indicating that pure single oxides and a bimetallic oxide (ZnO/CuO) are obtained. In addition, the presence of peak broadening reveals that a grain reﬁnement occurs in ZnO/CuO possibly due to the formation of heterojunction structures. The average particle size of ZnO and CuO in the octahedral ZnO/CuO nanocomposite is ∼44 nm and ∼23 nm (calculated using Scherrer’s equation from the line broadening of (101) and (111) diﬀraction peak for ZnO and CuO, respectively). Figure 4 displays the morphologies of the as-prepared materials before and after calcination. Cu-BTC yields smooth octahedral crystals of ~10μm size (Figure 4(a1)); however, during calcination, the structural framework of Cu-BTC collapses to form irregular particles (Figure 4(a2)). To prevent this collapse, th",337
/Users/kaiser/code/chemnlp/v1/INPUT/test2.pdf,4,4,"e calcination temperature was set to ~400°C (Figure S1). Zn-BTC comprises nanorods of diameter ~200 nm (Figure 4(b1)), and after calcination, they yield in ZnO nanoﬁbers (consisted of nanoparticles of 30~50 nm size) (Figure 4(b2)). As for Zn/Cu-BTC, octahedral particles with ﬂocculent substances (Zn-BTC) on the crystal surface are formed (Figure 4(c1)). Bimetallic ZnO/CuO octahedrons of diameter 5–10 μm remain unaltered after calcination (Figure 4(c2)). The TEM images show that ZnO/CuO octahedrons comprise nanoparticles of ~50 nm size (Figure 4(d1)). On the HR-TEM images of ZnO/CuO, it can be seen that the interplanar spacing of lattice fringes is 0.232 nm (corresponding to the (111) plane of monoclinic CuO (JCPDS card No. 48–1548)) and 0.281 nm (corresponding to the (100) plane of hexagonal ZnO (JCPDS card No. 36–1451)). Hence, the intragranular location of both oxide phases could enhance the eﬃciency of semiconductor coupling eﬀects. 4 8 12 16 20 24 28 32 36 Zn/Cu-BTC Intensity (arb.) 2 theta (degree) Zn-BTC Cu-BTC (553) (751) (551) (444) (600) (440) (422) (511) (420) (311) (331) (400) (200) (222) (220) 200 cps Figure 1: XRD patterns of Cu-BTC, Zn-BTC, and Zn/Cu-BTC. 4 Journal of Nanomateri",427
/Users/kaiser/code/chemnlp/v1/INPUT/test2.pdf,5,1,"The elemental analysis of C, H, Zn, and Cu in the as-prepared materials is presented in Table 1. No carbon is present in ZnO/CuO, indicating the complete removal of the organic templates. The molar ratio of Zn/Cu in Zn/Cu-BTC and ZnO/CuO analyzed with AAS and EDX (Figure S2) is practicall",86
/Users/kaiser/code/chemnlp/v1/INPUT/test2.pdf,5,2,y identical (0.42/1 and 0.39/1 for 0 200 400 600 800 –40 –20 0 20 40 60 80 100 120 140 160 115°C 472°C –0.8% –42% DTA (𝜇V) –23% 30 40 50 60 70 80 90 100 DTA TG (%) TG Temperature (°C) (a) 0 200 400 600 800 –50 0 50 100 150 200 250 300 350 –6% –39% –28% Temperature (°C) DTA (𝜇V) 327°C 20 3,159
/Users/kaiser/code/chemnlp/v1/INPUT/test2.pdf,5,3,"0 40 50 60 70 80 90 100 TG (%) TG DTA (b) Temperature (°C) 0 200 400 600 800 –40 –20 0 20 40 60 80 82.5°C 387°C 334°C –0.4% –47% DTA (𝜇V) –27% 20 30 40 50 60 70 80 90 100 TGA (%) DTA TG (c) Figure 2: TG-DTA diagrams of (a) Zn-BTC, (b) Cu-BTC, and (c) Zn/Cu-BTC. 20 30 40 50 60 70 80 (004) ",162
/Users/kaiser/code/chemnlp/v1/INPUT/test2.pdf,5,4,"(202) (200) (112) (201) (103) (110) (102) (101) (002) (100) (112) (112) (004) (311) (220) (022), (311) (113) (202) (020) (202) (111) (111) Intensity (arb.) 2 theta (degree) CuO ZnO ZnO/CuO 1000 cps (110) - ZnO - CuO Figure 3: XRD patterns of ZnO, CuO, and ZnO/CuO. 5 Journal of Nanomateria",135
/Users/kaiser/code/chemnlp/v1/INPUT/test2.pdf,6,1,"Zn/Cu-BTC and 0.31/1 and 0.30/1 for ZnO/CuO), implying a high dispersion of bimetallic oxides. However, this molar ratio is signiﬁcantly lower than the initial one (Zn/Cu = 7/3 = 2:33/1), signifying that a large number of Zn2+ ions remain in the solution instead of transforming into ZnO. It might happen due to the lower aﬃnity of Zn (electronegativity, 1.65) to carboxyl groups in BTC compared with that of Cu to BTC (electronegativity, 1.9). The textural properties of",157
/Users/kaiser/code/chemnlp/v1/INPUT/test2.pdf,6,2," the as-synthesized materials were investigated using nitrogen adsorption/desorption iso- therms (Figure 5). According to IUPAC, the obtained BTC compounds can be assigned to I-type (microporous mate- rials) [36, 37]. BTC compounds except Zn-BTC exhibit a large surface area as those published in the literature [13]. The BET surface areas of Cu-BTC, Zn-BTC, and Zn/Cu- BTC are 1635m2·g−1, 3 m2·g−1, and 844.4 m2·g−1, respectively (see Table S2). Feldblyum et al. [20] as",147
/Users/kaiser/code/chemnlp/v1/INPUT/test2.pdf,6,3,"serted that the low surface area of Zn-BTC is because of its densiﬁed surface crystal, presumably due to pore collapse. The blocking of large pores at the surface eﬀectively inhibits adsorbates such as N2 gas from entering the bulk structure [20]. After calcination, the isotherm of ZnO remains in type I, while the other oxides exhibit the type-IV isotherm with an H3 10 𝜇m 10 𝜇m 2 𝜇m 2 𝜇m 10 𝜇m 10 𝜇m 50 nm 10 nm a1 b1 b2 a2 c1 d1 d2 c2 Figure 4: SEM observations of (a",163
/Users/kaiser/code/chemnlp/v1/INPUT/test2.pdf,6,4,"1) Cu-BTC, (b1) Zn-BTC, (c1) Zn/Cu-BTC, (a2) CuO, (b2) ZnO, and (c2) ZnO/CuO; (d1) TEM observation of ZnO/CuO; (d2) HR-TEM of ZnO and CuO region. Table 1: Elemental analysis of C, H, Zn, and Cu in Zn/Cu-BTC and ZnO/CuO. Notation Elemental composition (% mass) Zn/Cu (mol/mol) C∗ H∗ Zn∗∗ Cu ∗∗ (∗∗) (∗∗∗) Zn/Cu-BTC 36.18 1.93 7.49 17.19 0.42/1 0.39/1 ZnO/CuO 0.00 0.00 20.18 62.56 0.31/1 0.30/1 ∗Elemental analysis; ∗∗AAS analysis; ∗∗∗EDX analysis. 6 Journal of Nanomateri",258
/Users/kaiser/code/chemnlp/v1/INPUT/test2.pdf,7,1,"hysteresis loop at a relative pressure ranging from 0.5 to 0.9, manifesting the presence of mesopores and micropores [36, 38]. The speciﬁc surface area of calcined materials except ZnO reduces signiﬁcantly to 6.7 m2·g−1 for CuO and 32.5 m2·g−1 for ZnO/CuO. It is worth noting that the speciﬁc surface area of the octahedral ZnO/CuO nanocomposite in this study is signiﬁcantly higher than that of ZnO and CuO and approximately two to four times as high as that of several ZnO/CuO composites synthesized with other methods [7, 39, 40]. This result conﬁrms the advantages of synthesizing multimetal oxide from MOF precursors. The XPS spectra of the ZnO/CuO nanocomposite are presented in Figure 6. The survey spectrum shows that the presence of Zn, Cu, and O without any foreign species except for carbon whose 1s peak (284 eV) is employed to calibrate the acquired spectra (Figure 6(a)). The XPS spectrum of Cu has a doublet of Cu2p3/2 (at 933 eV) and Cu2p1/2 (at 952 eV) along with other satellite peaks at higher binding energies [39] (Figure 6(b)). Both peaks are very typical for the XPS spectrum of",330
/Users/kaiser/code/chemnlp/v1/INPUT/test2.pdf,7,2," Cu2+ [28]. Zn(II) manifests a doublet of Zn2p3/2 at 1022 eV and Zn2p1/2 at 1045 eV (Figure 6(c)) [41]. Therefore, it can be inferred that ZnO/CuO is a compound containing Zn (II), Cu (II), and O. The band gap energies (Eg) of ZnO, CuO, and ZnO/CuO are calculated using UV-Vis-DRS measured at room temper- ature (Figure 7(a)). ZnO exhibits an absorption band with wavelengths of 350–390 nm (band gaps of 3.5–3.2 eV) in the ultraviolet region. CuO manifests a broad peak in the visible light region. The characteristic absorption bands of ZnO and CuO are observed in the spectrum of ZnO/CuO. The absorp- tion band of CuO shifts toward shorter wavelengths and integrates with the absorption band of ZnO, signifying that the band edges of p-type CuO and n-type ZnO are well- matched [8]. Tauc’s plot [42] is illustrated in Figure 7(b). The Eg values of ZnO and CuO are 3.19 eV and 1.94 eV, respectively (previously reported as 3.2–3.3 eV for ZnO [43, 44] and 1.4–1.85 eV for CuO [44–46]) (see Table S3). ZnO/CuO has an Eg value of 2.63 eV, manifesting a remarkable shift toward the longer wavelength regi",366
/Users/kaiser/code/chemnlp/v1/INPUT/test2.pdf,7,3,"on. Figure 8 shows the photoluminescence spectra (PL) of the obtained materials with an excitation wavelength of 300 nm. The maximum PL intensity is at 387.4 nm for CuO and 510.2 nm for ZnO. However, the PL intensity of ZnO/CuO composite is signiﬁcantly weaker than those of the CuO and ZnO. It is well known that low PL intensity means low recombination of electron and holes, then the opposite would be high PL intensity would increase recom- bination rate and reduce photocatalytic activity. These results demonstrate that the combinations ZnO and CuO have reduced the recombination of photonic electrons and photogenic holes, which may increase the photocatalytic activity of the material. 3.2. Visible-Light-Driven Photocatalytic Degradation of Dyes 3.2.1. Decolorization of MB with Diﬀerent Catalysts. Figure 9(a) displays the process of MB decolorization over Zn-BTC, Cu-BTC, and Zn/Cu-BTC. It is apparent that the adsorp- tion equilibrium is reached after 60 min, and the BTC compounds exhibit high adsorption capacities. Zn/Cu- BTC displays the highest decolorization eﬃciency (F) at ~69%, fo",289
/Users/kaiser/code/chemnlp/v1/INPUT/test2.pdf,7,4,"llowed by Cu-BTC (~66%) and Zn-BTC (~22%) (F = 100 × ðC0 – CtÞ/C0, where C0 and Ct are the initial concentration and at time t). However, the decoloriza- tion eﬃciency of Cu-BTC decreases to 41–50% after 60 min of UV/Vis irradiation. This indicates that desorp- tion occurs during irradiation. Zn-BTC exhibits weak photocatalytic activity upon UV or Vis irradiation and yields a decolorization eﬃciency of ~50% after 420 min of UV illumination and 38% after 420 min of Vis irradia- tion. This may be due to its very low surface area which decreases the number of active sites for MB to adsorb and decompose. In contrast, all calcinated materials manifest poor adsorp- tion with a very low decolorization eﬃciency of ~5%. This is 0.0 0.2 0.4 0.6 0.8 1.0 0 100 200 300 400 500 Zn-BTC Zn/Cu-BTC Volume adsorbed (cm3/g STP) Relative pressure (p/p0) Cu-BTC (a) Volume adsorbed (cm3/g STP) Relative pressure (p/p0) 0.0 0.2 0.4 0.6 0.8 1.0 0 10 20 30 40 50 60 CuO ZnO/CuO ZnO (b) Figure 5: Nitrogen adsorption/desorption isotherms of Cu-BTC, Zn-BTC, Zn/Cu-BTC, CuO, ZnO, and ZnO/CuO. 7 Journal of Nanomateria",402
/Users/kaiser/code/chemnlp/v1/INPUT/test2.pdf,8,1,"the result of the collapse of the porous structure after calci- nation, leading to the disappearance of the adsorption sites. As can be seen from Figure 9(b), CuO could not catalyze any MB degradation, while ZnO and ZnO/CuO exhibit pho- tocatalytic activities in both visible and ultraviolet",71
/Users/kaiser/code/chemnlp/v1/INPUT/test2.pdf,8,2, regions. It is worth noting that ZnO/CuO demonstrates an excellent 200 300 400 500 600 700 800 0.0 0.2 0.4 0.6 0.8 1.0 1.2 1.4 Absorbance Wavelength (nm) (a) 1 2 3 4 5 6 7 0 50 100 150 200 (𝛼h𝜐)2 h𝜐 ZnO CuO ZnO/CuO 3.19 eV 2.63 eV 1.94 eV (b) Figure 7: (a) UV-Vis diﬀuse reﬂectance spectra ,166
